PDB ID,Chain ID,Macromolecule Name,Source,PFAM Acc [Res Range],Pfam ID,Pfam Description
"5HW8","B","FK506-binding protein 1","Candida albicans","","",""
"5HW8","C","FK506-binding protein 1","Candida albicans","","",""
"5HW8","D","FK506-binding protein 1","Candida albicans","","",""
"5HW8","E","FK506-binding protein 1","Candida albicans","","",""
"5HW8","F","FK506-binding protein 1","Candida albicans","","",""
"5HW8","G","FK506-binding protein 1","Candida albicans","","",""
"5HW8","H","FK506-binding protein 1","Candida albicans","","",""
"5HWA","A","Chitosanase","Bacillus circulans","PF01374 [32-244]","Glyco_hydro_46","Glycosyl hydrolase family 46"
"5HWC","A","FK506-binding protein 1A","Aspergillus fumigatus","PF00254 [16-105]","FKBP_C","FKBP-type peptidyl-prolyl cis-trans isomerase"
"5HWK","A","Glutathione-specific gamma-glutamylcyclotransferase","Saccharomyces cerevisiae","PF04752 [8-231]","ChaC","ChaC-like protein"
"5HWK","B","Glutathione-specific gamma-glutamylcyclotransferase","Saccharomyces cerevisiae","","",""
"5HYR","A","Estrogen receptor","Homo sapiens","PF00104 [336-530]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"5HYR","B","Estrogen receptor","Homo sapiens","","",""
"5HYR","F","Stapled Peptide SRC2-SP2","synthetic construct","","",""
"5HYR","G","Stapled Peptide SRC2-SP2","synthetic construct","","",""
"5I1N","A","Villin-1","Gallus gallus","PF02209 [1-35]","VHP","Villin headpiece domain"
"5I1N","B","Villin-1","Gallus gallus","","",""
"5I1N","C","Villin-1","Gallus gallus","","",""
"5I1N","D","Villin-1","Gallus gallus","","",""
"5I1N","E","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1N","F","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1N","G","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1N","H","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1O","A","Villin-1","Gallus gallus","PF02209 [1-35]","VHP","Villin headpiece domain"
"5I1O","B","Villin-1","Gallus gallus","","",""
"5I1O","C","Villin-1","Gallus gallus","","",""
"5I1O","D","Villin-1","Gallus gallus","","",""
"5I1O","E","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1O","F","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1O","G","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1O","H","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1P","A","Villin-1","Gallus gallus","PF02209 [1-34]","VHP","Villin headpiece domain"
"5I1P","B","Villin-1","Gallus gallus","","",""
"5I1P","C","Villin-1","Gallus gallus","","",""
"5I1P","D","Villin-1","Gallus gallus","","",""
"5I1P","E","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1P","F","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1P","G","D-Villin headpiece subdomain","synthetic construct","","",""
"5I1P","H","D-Villin headpiece subdomain","synthetic construct","","",""
"5I3A","A","Tyrosinase","Bacillus megaterium","PF00264 [34-242]","Tyrosinase","Common central domain of tyrosinase"
"5I3A","B","Tyrosinase","Bacillus megaterium","","",""
"5I3B","A","Tyrosinase","Bacillus megaterium","PF00264 [34-242]","Tyrosinase","Common central domain of tyrosinase"
"5I3B","B","Tyrosinase","Bacillus megaterium","","",""
"5I6X","A","Sodium-dependent serotonin transporter","Homo sapiens","PF00209 [79-598]","SNF","Sodium:neurotransmitter symporter family"
"5I6X","B","8B6 antibody, heavy chain","Mus musculus","PF07654 [146-226], PF07686 [24-136]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I6X","C","8B6 antibody, light chain","Mus musculus","PF07654 [135-220], PF07686 [31-126]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I71","A","Sodium-dependent serotonin transporter","Homo sapiens","PF00209 [79-598]","SNF","Sodium:neurotransmitter symporter family"
"5I71","B","8B6 antibody, heavy chain","Mus musculus","PF07686 [24-136], PF07654 [146-226]","V-set, C1-set","Immunoglobulin V-set domain, Immunoglobulin C1-set domain"
"5I71","C","8B6 antibody, light chain","Mus musculus","PF07686 [31-126], PF07654 [135-220]","V-set, C1-set","Immunoglobulin V-set domain, Immunoglobulin C1-set domain"
"5I73","A","Sodium-dependent serotonin transporter","Homo sapiens","PF00209 [79-598]","SNF","Sodium:neurotransmitter symporter family"
"5I73","B","8B6 antibody, heavy chain","Mus musculus","PF07654 [146-226], PF07686 [24-136]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I73","C","8B6 antibody, light chain","Mus musculus","PF07654 [135-220], PF07686 [31-126]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I75","A","Sodium-dependent serotonin transporter","Homo sapiens","PF00209 [79-598]","SNF","Sodium:neurotransmitter symporter family"
"5I75","B","8B6 antibody, heavy chain","Mus musculus","PF07654 [146-226], PF07686 [24-136]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I75","C","8B6 antibody, light chain","Mus musculus","PF07654 [135-220], PF07686 [31-126]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5I8F","A","Phenolic oxidative coupling protein","Hypericum perforatum","PF00407 [2-153]","Bet_v_1","Pathogenesis-related protein Bet v I family"
"5I9X","A","Ephrin type-A receptor 2","Homo sapiens","PF07714 [614-871]","Pkinase_Tyr","Protein tyrosine kinase"
"5I9Y","A","Ephrin type-A receptor 2","Homo sapiens","PF07714 [614-871]","Pkinase_Tyr","Protein tyrosine kinase"
"5IAO","A","Bifunctional protein PyrR","Mycobacterium tuberculosis","PF00156 [25-163]","Pribosyltran","Phosphoribosyl transferase domain"
"5IAO","B","Bifunctional protein PyrR","Mycobacterium tuberculosis","","",""
"5IAO","C","Bifunctional protein PyrR","Mycobacterium tuberculosis","","",""
"5IAO","D","Bifunctional protein PyrR","Mycobacterium tuberculosis","","",""
"5IAO","E","Bifunctional protein PyrR","Mycobacterium tuberculosis","","",""
"5IAO","F","Bifunctional protein PyrR","Mycobacterium tuberculosis","","",""
"5ICX","A","Cetuximab Fab light chain","Homo sapiens,Mus musculus","PF07654 [115-201], PF07686 [7-105]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5ICX","B","Cetuximab Fab heavy chain","Homo sapiens,Mus musculus","PF07654 [127-207], PF07686 [10-117]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5ICX","C","Cetuximab Fab light chain","Homo sapiens,Mus musculus","","",""
"5ICX","D","Cetuximab Fab heavy chain","Homo sapiens,Mus musculus","","",""
"5ICX","E","Meditope","synthetic construct","","",""
"5ICX","F","Meditope","synthetic construct","","",""
"5IEF","A","Neutral alpha-glucosidase AB","Mus musculus","PF01055 [387-832], PF13802 [276-346]","Glyco_hydro_31, Gal_mutarotas_2","Glycosyl hydrolases family 31, Galactose mutarotase-like"
"5IEF","B","Glucosidase 2 subunit beta","Mus musculus","PF12999 [36-116]","PRKCSH-like","Glucosidase II beta subunit-like"
"5IEN","A","CDL2.2","synthetic construct","PF14534 [8-118]","DUF4440","Domain of unknown function (DUF4440)"
"5IEN","B","CDL2.2","synthetic construct","","",""
"5IEO","A","CDL2.3a","synthetic construct","PF14534 [8-118]","DUF4440","Domain of unknown function (DUF4440)"
"5IEP","A","CDL2.3b","synthetic construct","PF14534 [8-118]","DUF4440","Domain of unknown function (DUF4440)"
"5IFU","A","Proline--tRNA ligase","Plasmodium falciparum","PF03129 [539-629], PF00587 [360-520], PF09180 [663-746]","HGTP_anticodon, tRNA-synt_2b, ProRS-C_1","Anticodon binding domain, tRNA synthetase class II core domain (G, H, P, S and T), Prolyl-tRNA synthetase, C-terminal"
"5IFU","B","Proline--tRNA ligase","Plasmodium falciparum","","",""
"5IGI","A","Macrolide 2'-phosphotransferase","Escherichia coli","PF01636 [41-263]","APH","Phosphotransferase enzyme family"
"5IGJ","A","Macrolide 2'-phosphotransferase","Escherichia coli","PF01636 [41-263]","APH","Phosphotransferase enzyme family"
"5IGP","A","Macrolide 2'-phosphotransferase","Escherichia coli","PF01636 [41-263]","APH","Phosphotransferase enzyme family"
"5IGT","A","Macrolide 2'-phosphotransferase","Escherichia coli","PF01636 [41-263]","APH","Phosphotransferase enzyme family"
"5IGV","A","Macrolide 2'-phosphotransferase II","Escherichia coli","PF01636 [24-262]","APH","Phosphotransferase enzyme family"
"5IGW","A","Macrolide 2'-phosphotransferase II","Escherichia coli","PF01636 [24-262]","APH","Phosphotransferase enzyme family"
"5IGY","A","Macrolide 2'-phosphotransferase II","Escherichia coli","PF01636 [24-262]","APH","Phosphotransferase enzyme family"
"5IGZ","A","Macrolide 2'-phosphotransferase II","Escherichia coli","PF01636 [24-262]","APH","Phosphotransferase enzyme family"
"5IK1","A","Camphor 5-monooxygenase","Pseudomonas putida","PF00067 [283-376]","p450","Cytochrome P450"
"5IKM","A","NS5 Methyl Transferase","Dengue virus","PF01728 [55-221]","FtsJ","FtsJ-like methyltransferase"
"5IKQ","A","Prostaglandin G/H synthase 2","Homo sapiens","PF00008 [37-68], PF03098 [221-524]","EGF, An_peroxidase","EGF-like domain, Animal haem peroxidase"
"5IKQ","B","Prostaglandin G/H synthase 2","Homo sapiens","","",""
"5IKR","A","Prostaglandin G/H synthase 2","Homo sapiens","PF03098 [221-524], PF00008 [37-68]","An_peroxidase, EGF","Animal haem peroxidase, EGF-like domain"
"5IKR","B","Prostaglandin G/H synthase 2","Homo sapiens","","",""
"5IKT","A","Prostaglandin G/H synthase 2","Homo sapiens","PF00008 [37-68], PF03098 [221-524]","EGF, An_peroxidase","EGF-like domain, Animal haem peroxidase"
"5IKT","B","Prostaglandin G/H synthase 2","Homo sapiens","","",""
"5IL1","A","METTL3","Homo sapiens","PF05063 [389-550]","MT-A70","MT-A70"
"5IL1","B","METTL14","Homo sapiens","PF05063 [186-362]","MT-A70","MT-A70"
"5IM2","A","Twin-arginine translocation pathway signal","Rhodoferax ferrireducens","PF03480 [36-311]","DctP","Bacterial extracellular solute-binding protein, family 7"
"5IMS","A","Acetolactate synthase catalytic subunit, mitochondrial","Saccharomyces cerevisiae","PF02776 [93-256], PF02775 [496-643], PF00205 [289-431]","TPP_enzyme_N, TPP_enzyme_C, TPP_enzyme_M","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain, Thiamine pyrophosphate enzyme, C-terminal TPP binding domain, Thiamine pyrophosphate enzyme, central domain"
"5IMS","B","Acetolactate synthase catalytic subunit, mitochondrial","Saccharomyces cerevisiae","","",""
"5INZ","A","Theta defensin-2, L-peptide","Papio anubis","","",""
"5INZ","B","Theta defensin-2, L-peptide","Papio anubis","","",""
"5INZ","C","Theta defensin-2, L-peptide","Papio anubis","","",""
"5INZ","D","Theta defensin-2, D-peptide","synthetic construct","","",""
"5IQB","A","Bifunctional AAC/APH","Staphylococcus aureus","PF01636 [205-439]","APH","Phosphotransferase enzyme family"
"5IQB","B","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQB","C","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQB","D","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQC","A","Bifunctional AAC/APH","Staphylococcus aureus","PF01636 [205-439]","APH","Phosphotransferase enzyme family"
"5IQC","B","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQC","C","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQC","D","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQD","A","Bifunctional AAC/APH","Staphylococcus aureus","PF01636 [205-439]","APH","Phosphotransferase enzyme family"
"5IQD","B","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQD","C","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQD","D","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQE","A","Bifunctional AAC/APH","Staphylococcus aureus","PF01636 [205-439]","APH","Phosphotransferase enzyme family"
"5IQE","B","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQE","C","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQE","D","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQG","A","Bifunctional AAC/APH","Staphylococcus aureus","PF01636 [205-439]","APH","Phosphotransferase enzyme family"
"5IQG","B","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQG","C","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5IQG","D","Bifunctional AAC/APH","Staphylococcus aureus","","",""
"5ITZ","A","Tubulin alpha-1B chain","Bos taurus","PF00091 [3-213], PF03953 [263-391]","Tubulin, Tubulin_C","Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain"
"5ITZ","B","Tubulin beta-2B chain","Bos taurus","PF00091 [3-213], PF03953 [263-391]","Tubulin, Tubulin_C","Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain"
"5ITZ","D","Centromere protein J","Homo sapiens","","",""
"5ITZ","F","Designed ankyrin repeat protein (DARPIN) D1","synthetic construct","PF12796 [19-110], PF00023 [113-139]","Ank_2, Ank","Ankyrin repeats (3 copies), Ankyrin repeat"
"5IWU","A","Macrolide 2'-phosphotransferase II","Escherichia coli","PF01636 [24-262]","APH","Phosphotransferase enzyme family"
"5IY5","1","Cytochrome c","Equus caballus","PF00034 [3-100]","Cytochrom_C","Cytochrome c"
"5IY5","2","Cytochrome c","Equus caballus","","",""
"5IY5","A","Cytochrome c oxidase subunit 1","Bos taurus","PF00115 [14-460]","COX1","Cytochrome C and Quinol oxidase polypeptide I"
"5IY5","B","Cytochrome c oxidase subunit 2","Bos taurus","PF00116 [95-214], PF02790 [1-83]","COX2, COX2_TM","Cytochrome C oxidase subunit II, periplasmic domain, Cytochrome C oxidase subunit II, transmembrane domain"
"5IY5","C","Cytochrome c oxidase subunit 3","Bos taurus","PF00510 [6-261]","COX3","Cytochrome c oxidase subunit III"
"5IY5","D","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial","Bos taurus","PF02936 [9-146]","COX4","Cytochrome c oxidase subunit IV"
"5IY5","E","Cytochrome c oxidase subunit 5A, mitochondrial","Bos taurus","PF02284 [6-105]","COX5A","Cytochrome c oxidase subunit Va"
"5IY5","F","Cytochrome c oxidase subunit 5B, mitochondrial","Bos taurus","PF01215 [1-92]","COX5B","Cytochrome c oxidase subunit Vb"
"5IY5","G","Cytochrome c oxidase subunit 6A2, mitochondrial","Bos taurus","PF02046 [3-76]","COX6A","Cytochrome c oxidase subunit VIa"
"5IY5","H","Cytochrome c oxidase subunit 6B1","Bos taurus","PF02297 [19-80]","COX6B","Cytochrome oxidase c subunit VIb"
"5IY5","I","Cytochrome c oxidase subunit 6C","Bos taurus","PF02937 [4-72]","COX6C","Cytochrome c oxidase subunit VIc"
"5IY5","J","Cytochrome c oxidase subunit 7A1, mitochondrial","Bos taurus","PF02238 [3-52]","COX7a","Cytochrome c oxidase subunit VII"
"5IY5","K","Cytochrome c oxidase subunit 7B, mitochondrial","Bos taurus","PF05392 [7-54]","COX7B","Cytochrome C oxidase chain VIIB"
"5IY5","L","Cytochrome c oxidase subunit 7C, mitochondrial","Bos taurus","PF02935 [2-46]","COX7C","Cytochrome c oxidase subunit VIIc"
"5IY5","M","Cytochrome c oxidase subunit 8B, mitochondrial","Bos taurus","PF02285 [1-43]","COX8","Cytochrome oxidase c subunit VIII"
"5IY5","N","Cytochrome c oxidase subunit 1","Bos taurus","","",""
"5IY5","O","Cytochrome c oxidase subunit 2","Bos taurus","","",""
"5IY5","P","Cytochrome c oxidase subunit 3","Bos taurus","","",""
"5IY5","Q","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial","Bos taurus","","",""
"5IY5","R","Cytochrome c oxidase subunit 5A, mitochondrial","Bos taurus","","",""
"5IY5","S","Cytochrome c oxidase subunit 5B, mitochondrial","Bos taurus","","",""
"5IY5","T","Cytochrome c oxidase subunit 6A2, mitochondrial","Bos taurus","","",""
"5IY5","U","Cytochrome c oxidase subunit 6B1","Bos taurus","","",""
"5IY5","V","Cytochrome c oxidase subunit 6C","Bos taurus","","",""
"5IY5","W","Cytochrome c oxidase subunit 7A1, mitochondrial","Bos taurus","","",""
"5IY5","X","Cytochrome c oxidase subunit 7B, mitochondrial","Bos taurus","","",""
"5IY5","Y","Cytochrome c oxidase subunit 7C, mitochondrial","Bos taurus","","",""
"5IY5","Z","Cytochrome c oxidase subunit 8B, mitochondrial","Bos taurus","","",""
"5IZF","A","cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","PF00069 [43-297]","Pkinase","Protein kinase domain"
"5IZF","E","6J9-ZEU-DAR-ACA-DAR-NH2","synthetic construct","","",""
"5IZJ","A","cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","PF00069 [43-297]","Pkinase","Protein kinase domain"
"5IZJ","B","cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","","",""
"5IZJ","F","47P-AZ1-DAR-DAR-DAR","Homo sapiens","","",""
"5IZJ","G","47P-AZ1-DAR-DAR","Homo sapiens","","",""
"5J2T","A","Tubulin alpha-1B chain","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"5J2T","B","Tubulin beta-2B chain","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"5J2T","C","Tubulin alpha-1B chain","Bos taurus","","",""
"5J2T","D","Tubulin beta-2B chain","Bos taurus","","",""
"5J2T","E","Stathmin-4","Rattus norvegicus","PF00836 [6-139]","Stathmin","Stathmin family"
"5J2T","F","TUBULIN-TYROSINE LIGASE","Gallus gallus","PF03133 [88-361]","TTL","Tubulin-tyrosine ligase family"
"5J31","A","14-3-3 protein zeta/delta","Homo sapiens","PF00244 [9-229]","14-3-3","14-3-3 protein"
"5J31","B","14-3-3 protein zeta/delta","Homo sapiens","","",""
"5J31","C","Exoenzyme S","Pseudomonas aeruginosa","","",""
"5J31","D","Exoenzyme S","Pseudomonas aeruginosa","","",""
"5J5X","A","cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","PF00069 [43-297]","Pkinase","Protein kinase domain"
"5J5X","B","47P-AZ1-DAL-DAR-DAR-DAR-DAR","Homo sapiens","","",""
"5J6H","A","H-2 class I histocompatibility antigen, Q10 alpha chain","Mus musculus","PF07654 [196-266], PF00129 [1-179]","C1-set, MHC_I","Immunoglobulin C1-set domain, Class I Histocompatibility antigen, domains alpha 1 and 2"
"5J6H","B","Beta-2-microglobulin","Mus musculus","PF07654 [7-86]","C1-set","Immunoglobulin C1-set domain"
"5J6H","F","VAL-GLY-ILE-THR-ASN-VAL-ASP-LEU","Mus musculus","","",""
"5J7W","A","Thymidylate synthase","Enterococcus faecalis","PF00303 [4-313]","Thymidylat_synt","Thymidylate synthase"
"5J7W","B","Thymidylate synthase","Enterococcus faecalis","","",""
"5J7W","C","Thymidylate synthase","Enterococcus faecalis","","",""
"5J7W","D","Thymidylate synthase","Enterococcus faecalis","","",""
"5JCN","A","Os09g0567300 protein","Oryza sativa","PF07992 [8-323]","Pyr_redox_2","Pyridine nucleotide-disulphide oxidoreductase"
"5JCN","B","Os09g0567300 protein","Oryza sativa","","",""
"5JCW","A","Glutathione S-transferase P","Homo sapiens","PF02798 [5-74], PF14497 [97-195]","GST_N, GST_C_3","Glutathione S-transferase, N-terminal domain, Glutathione S-transferase, C-terminal domain"
"5JCW","B","Glutathione S-transferase P","Homo sapiens","","",""
"5JDC","A","Pteridine reductase","Trypanosoma brucei","PF13561 [10-264]","adh_short_C2","Enoyl-(Acyl carrier protein) reductase"
"5JDC","B","Pteridine reductase","Trypanosoma brucei","","",""
"5JDC","C","Pteridine reductase","Trypanosoma brucei","PF13561 [10-264]","adh_short_C2","Enoyl-(Acyl carrier protein) reductase"
"5JDC","D","Pteridine reductase","Trypanosoma brucei","","",""
"5JGL","A","UbiE/COQ5 family methyltransferase, putative","Aspergillus fumigatus","PF01209 [42-154]","Ubie_methyltran","ubiE/COQ5 methyltransferase family"
"5JGL","B","UbiE/COQ5 family methyltransferase, putative","Aspergillus fumigatus","","",""
"5JH7","A","Tubulin alpha-1B chain","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"5JH7","B","Tubulin beta-2B chain","Bos taurus","PF03953 [263-391], PF00091 [3-213]","Tubulin_C, Tubulin","Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain"
"5JH7","C","Tubulin alpha-1B chain","Bos taurus","","",""
"5JH7","D","Tubulin beta-2B chain","Bos taurus","","",""
"5JH7","E","Stathmin-4","Rattus norvegicus","PF00836 [6-139]","Stathmin","Stathmin family"
"5JH7","F","Tubulin Tyrosine Ligase","Gallus gallus","PF03133 [88-361]","TTL","Tubulin-tyrosine ligase family"
"5JHD","A","HLA class I histocompatibility antigen, A-2 alpha chain","Homo sapiens","PF00129 [1-179], PF07654 [194-266]","MHC_I, C1-set","Class I Histocompatibility antigen, domains alpha 1 and 2, Immunoglobulin C1-set domain"
"5JHD","B","Beta-2-microglobulin","Homo sapiens","PF07654 [7-87]","C1-set","Immunoglobulin C1-set domain"
"5JHD","C","Influenza M1(58-66) peptide","Influenza A virus","","",""
"5JHD","D","TCRalpha chain","Homo sapiens","PF09291 [125-197], PF07686 [6-117]","DUF1968, V-set","Domain of unknown function (DUF1968), Immunoglobulin V-set domain"
"5JHD","E","TCRbeta chain","Homo sapiens","PF07654 [124-215], PF07686 [8-112]","C1-set, V-set","Immunoglobulin C1-set domain, Immunoglobulin V-set domain"
"5JHD","F","HLA class I histocompatibility antigen, A-2 alpha chain","Homo sapiens","","",""
"5JHD","G","Beta-2-microglobulin","Homo sapiens","","",""
"5JHD","H","Influenza M1(58-66) peptide","Influenza A virus","","",""
"5JHD","I","TCRalpha chain","Homo sapiens","","",""
"5JHD","J","TCRbeta chain","Homo sapiens","","",""
"5JHN","A","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","PF00856 [1049-1155], PF05033 [927-1030]","SET, Pre-SET","SET domain, Pre-SET motif"
"5JHN","B","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","","",""
"5JHN","F","Histone H3.1 peptide with K9A mutation","Homo sapiens","","",""
"5JHN","G","Histone H3.1 peptide with K9A mutation","Homo sapiens","","",""
"5JI0","A","Retinoic acid receptor RXR-alpha","Homo sapiens","PF00104 [265-442]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"5JI0","D","Peroxisome proliferator-activated receptor gamma","Homo sapiens","PF00104 [293-457]","Hormone_recep","Ligand-binding domain of nuclear hormone receptor"
"5JI0","E","Nuclear receptor coactivator 1","Homo sapiens","PF08832 [682-700]","SRC-1","Steroid receptor coactivator"
"5JI0","F","Nuclear receptor coactivator 1","Homo sapiens","","",""
"5JIN","A","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","PF00856 [1049-1155], PF05033 [927-1030]","SET, Pre-SET","SET domain, Pre-SET motif"
"5JIN","B","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","","",""
"5JIN","F","Histone H3.1 peptide with K9M mutation","Homo sapiens","","",""
"5JIN","G","Histone H3.1 peptide with K9M mutation","Homo sapiens","","",""
"5JIY","A","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","PF00856 [1049-1155], PF05033 [927-1030]","SET, Pre-SET","SET domain, Pre-SET motif"
"5JIY","B","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","","",""
"5JIY","F","Histone H3.1 mutant peptide with H3K9nor-leucine","Homo sapiens","","",""
"5JIY","G","Histone H3.1 mutant peptide with H3K9nor-leucine","Homo sapiens","","",""
"5JJ0","A","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","PF05033 [927-1030], PF00856 [1049-1155]","Pre-SET, SET","Pre-SET motif, SET domain"
"5JJ0","B","Histone-lysine N-methyltransferase EHMT2","Homo sapiens","","",""
"5JJ0","F","Histone H3K9M mutant peptide","Homo sapiens","","",""
"5JJ0","G","Histone H3K9M mutant peptide","Homo sapiens","","",""
"5JKV","A","Aromatase","Homo sapiens","PF00067 [50-484]","p450","Cytochrome P450"
"5JKW","A","Aromatase","Homo sapiens","PF00067 [50-484]","p450","Cytochrome P450"
"5JL6","A","Aromatase","Homo sapiens","PF00067 [50-484]","p450","Cytochrome P450"
"5JL7","A","Aromatase","Homo sapiens","PF00067 [50-484]","p450","Cytochrome P450"
"5JL9","A","Aromatase","Homo sapiens","PF00067 [50-484]","p450","Cytochrome P450"
"5JLC","A","Lanosterol 14-alpha demethylase","[Candida] glabrata","PF00067 [58-522]","p450","Cytochrome P450"
"5JLI","A","Cytochrome c'","Achromobacter xylosoxidans","PF01322 [7-124]","Cytochrom_C_2","Cytochrome C'"
"5JM4","A","14-3-3 protein zeta/delta","Homo sapiens","PF00244 [9-229]","14-3-3","14-3-3 protein"
"5JM4","B","14-3-3 protein zeta/delta","Homo sapiens","","",""
"5JM4","D","GLN-GLY-MKD-ANG-ASP-MKD-LEU-ASP-LEU-ALA-CLU","synthetic construct","","",""
"5JM4","E","GLN-GLY-MKD-ANG-ASP-MKD-LEU-ASP-LEU-ALA-CLU","synthetic construct","","",""
"5JMN","A","Multidrug efflux pump subunit AcrB","Escherichia coli","PF00873 [1-1030]","ACR_tran","AcrB/AcrD/AcrF family"
"5JMN","B","Multidrug efflux pump subunit AcrB","Escherichia coli","","",""
"5JMN","C","Multidrug efflux pump subunit AcrB","Escherichia coli","","",""
"5JMN","D","DARPin","synthetic construct","PF12796 [19-110], PF00023 [112-144]","Ank_2, Ank","Ankyrin repeats (3 copies), Ankyrin repeat"
"5JMN","E","DARPin","synthetic construct","","",""
"5JN8","A","Carbonic anhydrase 4","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"5JN8","B","Carbonic anhydrase 4","Homo sapiens","","",""
"5JN8","C","Carbonic anhydrase 4","Homo sapiens","","",""
"5JN8","D","Carbonic anhydrase 4","Homo sapiens","","",""
"5JN9","A","Carbonic anhydrase 4","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"5JN9","B","Carbonic anhydrase 4","Homo sapiens","","",""
"5JN9","C","Carbonic anhydrase 4","Homo sapiens","","",""
"5JN9","D","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNA","A","Carbonic anhydrase 4","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"5JNA","B","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNA","C","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNA","D","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNC","A","Carbonic anhydrase 4","Homo sapiens","PF00194 [4-258]","Carb_anhydrase","Eukaryotic-type carbonic anhydrase"
"5JNC","B","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNC","C","Carbonic anhydrase 4","Homo sapiens","","",""
"5JNC","D","Carbonic anhydrase 4","Homo sapiens","","",""
"5JO9","A","Ribitol 2-dehydrogenase","Bradyrhizobium japonicum","PF00106 [8-194]","adh_short","short chain dehydrogenase"
"5JQ7","A","Envelope glycoprotein 1,Envelope glycoprotein 1,Envelope glycoprotein 1","Zaire ebolavirus","PF01611 [31-311]","Filo_glycop","Filovirus glycoprotein"
"5JQ7","B","Envelope glycoprotein 2","Zaire ebolavirus","PF07921 [617-632]","Fibritin_C","Fibritin C-terminal region"
